"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"PER","SandRidge Permian Trust","2.6","$136.5M","2011","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/per",
"SAND          ","Sandstorm Gold Ltd","4.67","$860.51M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sand",
"SASR","Sandy Spring Bancorp, Inc.","42.49","$1.51B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sasr",
"SGMO","Sangamo Therapeutics, Inc.","15.95","$1.62B","2000","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgmo",
"SANM","Sanmina Corporation","30.4","$2.09B","1993","Technology","Electrical Products","https://www.nasdaq.com/symbol/sanm",
"GCVRZ","Sanofi","0.49","n/a","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/gcvrz",
"SNY","Sanofi","42.48","$105.28B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sny",
"SC","Santander Consumer USA Holdings Inc.","19.5","$7.04B","2014","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/sc",
"SOV^C.CL","Santander Holdings USA, Inc.","n/a","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sov^c.cl",
"SAP","SAP SE","117.13","$139.78B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sap",
"SPNS","Sapiens International Corporation N.V.","10.16","$505.76M","1992","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/spns",
"SAB","Saratoga Investment Corp","25.9","n/a","2016","n/a","n/a","https://www.nasdaq.com/symbol/sab",
"SAR","Saratoga Investment Corp","27.48","$172.64M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/sar",
"SRPT","Sarepta Therapeutics, Inc.","139.33","$9.13B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srpt",
"SSL","Sasol Ltd.","37.41","$23.53B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/ssl",
"BFS","Saul Centers, Inc.","56.12","$1.24B","1993","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/bfs",
"BFS^C","Saul Centers, Inc.","24.99","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^c",
"BFS^D","Saul Centers, Inc.","23.11","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/bfs^d",
"SVRA","Savara, Inc.","12.25","$374.93M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/svra",
"SBFG","SB Financial Group, Inc.","20.25","$131.34M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfg",
"SBFGP","SB Financial Group, Inc.","19.5435","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbfgp",
"SBBX","SB One Bancorp","29.9","$237.1M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbbx",
"SBAC","SBA Communications Corporation","165.46","$19.06B","1999","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sbac",
"SCG","Scana Corporation","40.63","$5.79B","n/a","Public Utilities","Power Generation","https://www.nasdaq.com/symbol/scg",
"SCSC","ScanSource, Inc.","40.95","$1.05B","n/a","Technology","Retail: Computer Software & Peripheral Equipment","https://www.nasdaq.com/symbol/scsc",
"SLB","Schlumberger N.V.","67.03","$92.85B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/slb",
"SMIT","Schmitt Industries, Inc.","2.42","$9.67M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/smit",
"SNDR","Schneider National, Inc.","27.65","$4.91B","2017","Transportation","Trucking Freight/Courier Services","https://www.nasdaq.com/symbol/sndr",
"SCHN","Schnitzer Steel Industries, Inc.","36.35","$979.6M","1993","Consumer Durables","Industrial Specialties","https://www.nasdaq.com/symbol/schn",
"SRRK","Scholar Rock Holding Corporation","15.11","$369.3M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/srrk",
"SCHL","Scholastic Corporation","46.74","$1.62B","1992","Consumer Services","Books","https://www.nasdaq.com/symbol/schl",
"SWM","Schweitzer-Mauduit International, Inc.","44.12","$1.36B","n/a","Basic Industries","Paper","https://www.nasdaq.com/symbol/swm",
"SAIC","SCIENCE APPLICATIONS INTERNATIONAL CORPORATION","83.5","$3.54B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/saic",
"SGMS","Scientific Games Corp","48.7","$4.42B","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/sgms",
"SALT","Scorpio Bulkers Inc.","7.3","$554.59M","2013","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/salt",
"SLTB","Scorpio Bulkers Inc.","25.5227","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sltb",
"SBBC","Scorpio Tankers Inc.","25.636","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbbc",
"SBNA","Scorpio Tankers Inc.","24.8","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sbna",
"STNG","Scorpio Tankers Inc.","2.84","$941.83M","2010","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/stng",
"SMG","Scotts Miracle-Gro Company (The)","85.68","$4.74B","1992","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/smg",
"SCPH","scPharmaceuticals Inc.","5.74","$106.43M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scph",
"KMM","Scudder Multi-Market Income Trust","8.81","$197.28M","n/a","n/a","n/a","https://www.nasdaq.com/symbol/kmm",
"KTF","Scudder Municiple Income Trust","11","$434.51M","1988","n/a","n/a","https://www.nasdaq.com/symbol/ktf",
"KST","Scudder Strategic Income Trust","12.321","$53.7M","1994","n/a","n/a","https://www.nasdaq.com/symbol/kst",
"KSM","Scudder Strategic Municiple Income Trust","10.91","$122.18M","1989","n/a","n/a","https://www.nasdaq.com/symbol/ksm",
"SCYX","SCYNEXIS, Inc.","1.77","$82.91M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/scyx",
"SE","Sea Limited","16.53","$5.54B","2017","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/se",
"SEB","Seaboard Corporation","3959.97","$4.64B","1996","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seb",
"SA","Seabridge Gold, Inc.","11.55","$686.33M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sa",
"SEAC","SeaChange International, Inc.","3.32","$118.26M","1996","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/seac",
"SBCF","Seacoast Banking Corporation of Florida","32.13","$1.52B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbcf",
"CKH","SEACOR Holdings, Inc.","55.77","$1.01B","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ckh",
"SMHI","SEACOR Marine Holdings Inc.","23.15","$463.47M","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/smhi",
"SDRL","Seadrill Limited","21.53","$10.86B","2018","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdrl",
"SDLP","Seadrill Partners LLC","3.89","$357.19M","2012","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sdlp",
"STX","Seagate Technology PLC","58.59","$16.82B","2002","Technology","Electronic Components","https://www.nasdaq.com/symbol/stx",
"SEE","Sealed Air Corporation","42.73","$6.89B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/see",
"SHIP","Seanergy Maritime Holdings Corp","0.9446","$36.12M","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ship",
"SHIPW","Seanergy Maritime Holdings Corp","0.12","n/a","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/shipw",
"SHLD","Sears Holdings Corporation","2.27","$245.87M","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shld",
"SHLDW","Sears Holdings Corporation","0.15","n/a","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shldw",
"SHOS","Sears Hometown and Outlet Stores, Inc.","2.1","$47.67M","n/a","Consumer Services","Department/Specialty Retail Stores","https://www.nasdaq.com/symbol/shos",
"SSW","Seaspan Corporation","10.66","$1.45B","2005","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/ssw",
"SSW^D","Seaspan Corporation","25.29","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^d",
"SSW^E","Seaspan Corporation","25.79","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^e",
"SSW^G","Seaspan Corporation","25.87","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^g",
"SSW^H","Seaspan Corporation","25.25","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/ssw^h",
"SSWA","Seaspan Corporation","24.9","n/a","2017","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswa",
"SSWN","Seaspan Corporation","25.52","n/a","2014","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sswn",
"SPNE","SeaSpine Holdings Corporation","13.08","$190.13M","n/a","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/spne",
"SGEN","Seattle Genetics, Inc.","69.67","$11.02B","2001","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://www.nasdaq.com/symbol/sgen",
"SEAS","SeaWorld Entertainment, Inc.","22.37","$1.98B","2013","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/seas",
"EYES","Second Sight Medical Products, Inc.","1.77","$117.94M","2014","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyes",
"EYESW","Second Sight Medical Products, Inc.","0.7","n/a","n/a","Health Care","Biotechnology: Electromedical & Electrotherapeutic Apparatus","https://www.nasdaq.com/symbol/eyesw",
"SECO","Secoo Holding Limited","8.97","$453.52M","2017","Consumer Services","Other Specialty Stores","https://www.nasdaq.com/symbol/seco",
"SCWX","SecureWorks Corp.","11.98","$978.81M","2016","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/scwx",
"SNFCA","Security National Financial Corporation","5.35","$89.12M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/snfca",
"SEIC","SEI Investments Company","63.17","$9.99B","1981","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/seic",
"JBN","Select Asset Inc.","12.01","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbn",
"JBR","Select Asset Inc.","12.02","n/a","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/jbr",
"SLCT","Select Bancorp, Inc.","13.94","$195.36M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/slct",
"WTTR","Select Energy Services, Inc.","14.94","$1.59B","2017","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/wttr",
"SIR","Select Income REIT","23.13","$2.07B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/sir",
"SEM","Select Medical Holdings Corporation","18.85","$2.53B","2009","Health Care","Hospital/Nursing Management","https://www.nasdaq.com/symbol/sem",
"SELB","Selecta Biosciences, Inc.","12.68","$283.4M","2016","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/selb",
"SGZA","Selective Insurance Group, Inc.","25.75","n/a","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sgza",
"SIGI","Selective Insurance Group, Inc.","56.5","$3.32B","n/a","Finance","Property-Casualty Insurers","https://www.nasdaq.com/symbol/sigi",
"SLS","SELLAS Life Sciences Group, Inc. ","3.47","$23.09M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sls",
"SEMG","Semgroup Corporation","25.85","$2.04B","n/a","Energy","Oilfield Services/Equipment","https://www.nasdaq.com/symbol/semg",
"SMI","Semiconductor  Manufacturing International Corporation","6.06","$6.05B","2004","Technology","Semiconductors","https://www.nasdaq.com/symbol/smi",
"LEDS","SemiLEDS Corporation","4.2","$14.91M","2010","Technology","Semiconductors","https://www.nasdaq.com/symbol/leds",
"SRE","Sempra Energy","117.78","$31.11B","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre",
"SRE^A","Sempra Energy","103.73","n/a","n/a","Public Utilities","Natural Gas Distribution","https://www.nasdaq.com/symbol/sre^a",
"SMTC","Semtech Corporation","49.05","$3.25B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/smtc",
"SEND","SendGrid, Inc.","26.11","$1.16B","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/send",
"SENEA","Seneca Foods Corp.","29.45","$286.97M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/senea",
"SENEB","Seneca Foods Corp.","28","$272.85M","n/a","Consumer Non-Durables","Packaged Foods","https://www.nasdaq.com/symbol/seneb",
"SNES","SenesTech, Inc.","1.66","$27.45M","2016","Basic Industries","Agricultural Chemicals","https://www.nasdaq.com/symbol/snes",
"SNH","Senior Housing Properties Trust","18.74","$4.45B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snh",
"SNHNI","Senior Housing Properties Trust","25","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhni",
"SNHNL","Senior Housing Properties Trust","26.5599","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/snhnl",
"AIHS","Senmiao Technology Limited","5.3","$137.16M","2018","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/aihs",
"SNMX","Senomyx, Inc.","1.19","$57.48M","2004","Health Care","Biotechnology: Commercial Physical & Biological Resarch","https://www.nasdaq.com/symbol/snmx",
"ST","Sensata Technologies Holding plc","49.67","$8.52B","2010","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/st",
"SENS","Senseonics Holdings, Inc.","4.12","$566.14M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/sens",
"SXT","Sensient Technologies Corporation","72.5","$3.07B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/sxt",
"SRTS","Sensus Healthcare, Inc.","7.32","$99.32M","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srts",
"SRTSW","Sensus Healthcare, Inc.","1.5876","n/a","2016","Health Care","Medical/Dental Instruments","https://www.nasdaq.com/symbol/srtsw",
"STNL","Sentinel Energy Services Inc.","9.85","$99.91M","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnl",
"STNLU","Sentinel Energy Services Inc.","10.09","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlu",
"STNLW","Sentinel Energy Services Inc.","1.05","n/a","2017","Finance","Business Services","https://www.nasdaq.com/symbol/stnlw",
"SQNS","Sequans Communications S.A.","2.1","$198.35M","2011","Technology","Semiconductors","https://www.nasdaq.com/symbol/sqns",
"SQBG","Sequential Brands Group, Inc.","2.01","$127.79M","n/a","Consumer Non-Durables","Apparel","https://www.nasdaq.com/symbol/sqbg",
"MCRB","Seres Therapeutics, Inc.","9.21","$374.41M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/mcrb",
"SRG","Seritage Growth Properties","43.79","$2.44B","2015","Finance","Real Estate","https://www.nasdaq.com/symbol/srg",
"SRG^A","Seritage Growth Properties","23.5","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/srg^a",
"SCI","Service Corporation International","36.49","$6.69B","n/a","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/sci",
"SERV","ServiceMaster Global Holdings, Inc.","60.44","$8.18B","2014","Consumer Services","Other Consumer Services","https://www.nasdaq.com/symbol/serv",
"NOW","ServiceNow, Inc.","182.16","$32.18B","2012","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/now",
"SREV","ServiceSource International, Inc.","3.97","$361.15M","2011","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/srev",
"SFBS","ServisFirst Bancshares, Inc.","43.27","$2.3B","2014","Finance","Major Banks","https://www.nasdaq.com/symbol/sfbs",
"SVT","Servotronics, Inc.","9.2","$22.26M","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/svt",
"SESN","Sesen Bio, Inc.","1.94","$143.45M","2014","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sesn",
"SSC","Seven Stars Cloud Group, Inc.","2.19","$159.3M","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/ssc",
"SVBI","Severn Bancorp Inc","8.65","$109.76M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/svbi",
"SGBX","SG Blocks, Inc.","5.24","$22.32M","2017","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/sgbx",
"SGOC","SGOCO Group, Ltd","1.1431","$28.4M","2010","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/sgoc",
"SHAK","Shake Shack, Inc.","64.26","$2.37B","2015","Consumer Services","Restaurants","https://www.nasdaq.com/symbol/shak",
"SEII","Sharing Economy International Inc.","3.61","$18.53M","n/a","Technology","Industrial Machinery/Components","https://www.nasdaq.com/symbol/seii",
"SMED","Sharps Compliance Corp.","3.76","$60.47M","n/a","Basic Industries","Environmental Services","https://www.nasdaq.com/symbol/smed",
"SHSP","SharpSpring, Inc.","8.84","$74.67M","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shsp",
"SJR","Shaw Communications Inc.","20.7","$9.96B","n/a","Consumer Services","Television Services","https://www.nasdaq.com/symbol/sjr",
"SHLX","Shell Midstream Partners, L.P.","22.88","$5.12B","2014","Energy","Natural Gas Distribution","https://www.nasdaq.com/symbol/shlx",
"SHEN","Shenandoah Telecommunications Co","34.5","$1.71B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/shen",
"SHW","Sherwin-Williams Company (The)","413.58","$38.69B","n/a","Consumer Services","RETAIL: Building Materials","https://www.nasdaq.com/symbol/shw",
"PIXY","ShiftPixy, Inc.","2.59","$74.59M","2017","Technology","Diversified Commercial Services","https://www.nasdaq.com/symbol/pixy",
"SHLO","Shiloh Industries, Inc.","8.69","$203.43M","1993","Capital Goods","Industrial Specialties","https://www.nasdaq.com/symbol/shlo",
"TYHT","Shineco, Inc.","1.82","$38.65M","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/tyht",
"SHG","Shinhan Financial Group Co Ltd","39.02","$18.5B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shg",
"SFL","Ship Finance International Limited","14.65","$1.8B","n/a","Transportation","Marine Transportation","https://www.nasdaq.com/symbol/sfl",
"SHPG","Shire plc","170.47","$51.94B","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/shpg",
"SCVL","Shoe Carnival, Inc.","33.23","$534.22M","1993","Consumer Services","Clothing/Shoe/Accessory Stores","https://www.nasdaq.com/symbol/scvl",
"SHOP","Shopify Inc.","156.81","$14.65B","2015","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/shop",
"SHBI","Shore Bancshares Inc","19.62","$250.1M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/shbi",
"SSTI","ShotSpotter, Inc.","39.63","$421.08M","2017","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/ssti",
"SFLY","Shutterfly, Inc.","90.21","$2.99B","2006","Miscellaneous","Other Consumer Services","https://www.nasdaq.com/symbol/sfly",
"SSTK","Shutterstock, Inc.","50.99","$1.78B","2012","Technology","EDP Services","https://www.nasdaq.com/symbol/sstk",
"SIFI","SI Financial Group, Inc.","15.15","$185.55M","n/a","Finance","Savings Institutions","https://www.nasdaq.com/symbol/sifi",
"SBGL","Sibanye Gold Limited","2.35","$1.28B","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/sbgl",
"SIEB","Siebert Financial Corp.","12.73","$345.71M","n/a","Finance","Investment Bankers/Brokers/Service","https://www.nasdaq.com/symbol/sieb",
"SNNA","Sienna Biopharmaceuticals, Inc.","17.68","$366.55M","2017","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/snna",
"SIEN","Sientra, Inc.","20.09","$566.21M","2014","Health Care","Industrial Specialties","https://www.nasdaq.com/symbol/sien",
"BSRR","Sierra Bancorp","29.02","$442.7M","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/bsrr",
"SMTS","Sierra Metals Inc.","2.55","$416.74M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/smts",
"SRRA","Sierra Oncology, Inc.","2.99","$222.19M","2015","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/srra",
"SWIR","Sierra Wireless, Inc.","16.05","$577.48M","n/a","Technology","Radio And Television Broadcasting And Communications Equipment","https://www.nasdaq.com/symbol/swir",
"SIF","SIFCO Industries, Inc.","5.15","$29.31M","n/a","Capital Goods","Aerospace","https://www.nasdaq.com/symbol/sif",
"SIFY","Sify Technologies Limited","1.98","$353.8M","n/a","Technology","Computer Software: Programming, Data Processing","https://www.nasdaq.com/symbol/sify",
"SIGA","SIGA Technologies Inc.","6.37","$503.56M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/siga",
"SIGM","Sigma Designs, Inc.","6.125","$244.94M","1986","Technology","Semiconductors","https://www.nasdaq.com/symbol/sigm",
"SGLB","Sigma Labs, Inc.","0.89","$5.53M","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglb",
"SGLBW","Sigma Labs, Inc.","0.35","n/a","n/a","Consumer Durables","Miscellaneous manufacturing industries","https://www.nasdaq.com/symbol/sglbw",
"SGMA","SigmaTron International, Inc.","7.49","$31.57M","1994","Technology","Electrical Products","https://www.nasdaq.com/symbol/sgma",
"SBNY","Signature Bank","128.52","$7.11B","2004","Finance","Major Banks","https://www.nasdaq.com/symbol/sbny",
"SBNYW","Signature Bank","99","n/a","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sbnyw",
"SIG","Signet Jewelers Limited","59","$3.49B","n/a","Consumer Services","Consumer Specialties","https://www.nasdaq.com/symbol/sig",
"SLGN","Silgan Holdings Inc.","27.14","$3B","1997","Consumer Durables","Containers/Packaging","https://www.nasdaq.com/symbol/slgn",
"SILC","Silicom Ltd","39","$294.43M","n/a","Technology","Computer Communications Equipment","https://www.nasdaq.com/symbol/silc",
"SLAB","Silicon Laboratories, Inc.","104.15","$4.5B","2000","Technology","Semiconductors","https://www.nasdaq.com/symbol/slab",
"SIMO","Silicon Motion Technology Corporation","51.04","$1.84B","2005","Technology","Semiconductors","https://www.nasdaq.com/symbol/simo",
"SBOW","SilverBow Resorces, Inc.","29.78","$347.02M","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sbow",
"SVM","Silvercorp Metals Inc.","2.74","$457.87M","n/a","Basic Industries","Precious Metals","https://www.nasdaq.com/symbol/svm",
"SAMG","Silvercrest Asset Management Group Inc.","16.65","$219.8M","2013","Finance","Investment Managers","https://www.nasdaq.com/symbol/samg",
"SSNT","SilverSun Technologies, Inc.","4.0713","$18.33M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/ssnt",
"SFNC","Simmons First National Corporation","30.4","$2.8B","n/a","Finance","Major Banks","https://www.nasdaq.com/symbol/sfnc",
"SPG","Simon Property Group, Inc.","172.99","$53.57B","n/a","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/spg",
"SPG^J","Simon Property Group, Inc.","71.98","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/spg^j",
"SSD","Simpson Manufacturing Company, Inc.","64.39","$2.98B","n/a","Capital Goods","Industrial Machinery/Components","https://www.nasdaq.com/symbol/ssd",
"SLP","Simulations Plus, Inc.","21.9","$379.44M","n/a","Technology","EDP Services","https://www.nasdaq.com/symbol/slp",
"SINA","Sina Corporation","84.3","$6.02B","n/a","Technology","Computer Software: Prepackaged Software","https://www.nasdaq.com/symbol/sina",
"SBGI","Sinclair Broadcast Group, Inc.","33.05","$3.38B","1995","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/sbgi",
"SINO","Sino-Global Shipping America, Ltd.","1.239","$15.41M","n/a","Transportation","Oil Refining/Marketing","https://www.nasdaq.com/symbol/sino",
"SHI","SINOPEC Shangai Petrochemical Company, Ltd.","58.77","$6.36B","n/a","Basic Industries","Major Chemicals","https://www.nasdaq.com/symbol/shi",
"SVA","Sinovac Biotech, Ltd.","7.58","$523.64M","n/a","Health Care","Major Pharmaceuticals","https://www.nasdaq.com/symbol/sva",
"SIRI","Sirius XM Holdings Inc.","7","$31.35B","n/a","Consumer Services","Broadcasting","https://www.nasdaq.com/symbol/siri",
"SITE","SiteOne Landscape Supply, Inc.","83.41","$3.35B","2016","Consumer Non-Durables","Farming/Seeds/Milling","https://www.nasdaq.com/symbol/site",
"SITO","SITO Mobile, Ltd.","2.43","$61.04M","n/a","Miscellaneous","Business Services","https://www.nasdaq.com/symbol/sito",
"SIX","Six Flags Entertainment Corporation New","71.77","$6B","n/a","Consumer Services","Services-Misc. Amusement & Recreation","https://www.nasdaq.com/symbol/six",
"SJW","SJW Group","67.29","$1.39B","n/a","Public Utilities","Water Supply","https://www.nasdaq.com/symbol/sjw",
"SKM","SK Telecom Co., Ltd.","22.92","$14.58B","n/a","Public Utilities","Telecommunications Equipment","https://www.nasdaq.com/symbol/skm",
"SKX","Skechers U.S.A., Inc.","31","$4.96B","1999","Consumer Non-Durables","Shoe Manufacturing","https://www.nasdaq.com/symbol/skx",
"SKYS","Sky Solar Holdings, Ltd.","1.035","$54.28M","2014","Public Utilities","Electric Utilities: Central","https://www.nasdaq.com/symbol/skys",
"SKY","Skyline Champion Corporation","33.49","$1.88B","n/a","Basic Industries","Homebuilding","https://www.nasdaq.com/symbol/sky",
"SKYW","SkyWest, Inc.","53.75","$2.8B","1986","Transportation","Air Freight/Delivery Services","https://www.nasdaq.com/symbol/skyw",
"SWKS","Skyworks Solutions, Inc.","100.13","$18.23B","n/a","Technology","Semiconductors","https://www.nasdaq.com/symbol/swks",
"SLG","SL Green Realty Corporation","102.71","$9.08B","1997","Consumer Services","Real Estate Investment Trusts","https://www.nasdaq.com/symbol/slg",
"SLG^I","SL Green Realty Corporation","25.85","n/a","n/a","n/a","n/a","https://www.nasdaq.com/symbol/slg^i",
"SNBR","Sleep Number Corporation","31.03","$1.15B","n/a","Consumer Durables","Home Furnishings","https://www.nasdaq.com/symbol/snbr",
"SLM","SLM Corporation","11.62","$5.06B","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slm",
"SLMBP","SLM Corporation","70.31","$281.24M","n/a","Finance","Finance: Consumer Services","https://www.nasdaq.com/symbol/slmbp",
"SM","SM Energy Company","26.82","$3B","n/a","Energy","Oil & Gas Production","https://www.nasdaq.com/symbol/sm",
"SFS","Smart","5.7","$424.23M","2014","Consumer Services","Food Chains","https://www.nasdaq.com/symbol/sfs",
"SGH","SMART Global Holdings, Inc.","31.23","$696.66M","2017","Technology","Semiconductors","https://www.nasdaq.com/symbol/sgh",
"SND","Smart Sand, Inc.","5.46","$225.93M","2016","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://www.nasdaq.com/symbol/snd",
